play_id,name,missing_or_unaudited_field
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.character_sheet_test_skill
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.secondary_skill_prerequisites
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.weapon_requirements
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.off_hand_requirement
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.timing.category
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.learn_requirements
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.use_conditions
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.action_relationship
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.spiritus_cost
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.test_resolution
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.defence
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.success
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.failure
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.aftermath
play-german-polearms-poleaxe-and-halberd-hook-the-blade-and-wrench,Hook the Blade and Wrench,game_implementation.mechanics.limits
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,historical_identity.historical_confidence
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,historical_identity.source_citations.exact_historical_location
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.character_sheet_test_skill
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.secondary_skill_prerequisites
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.weapon_requirements
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.off_hand_requirement
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.timing.category
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.learn_requirements
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.use_conditions
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.action_relationship
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.spiritus_cost
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.test_resolution
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.defence
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.success
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.failure
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.aftermath
play-german-polearms-poleaxe-and-halberd-leg-hook,Leg Hook,game_implementation.mechanics.limits
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,historical_identity.historical_confidence
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,historical_identity.source_citations.exact_historical_location
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.character_sheet_test_skill
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.secondary_skill_prerequisites
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.weapon_requirements
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.off_hand_requirement
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.timing.category
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.learn_requirements
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.use_conditions
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.action_relationship
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.spiritus_cost
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.test_resolution
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.defence
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.success
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.failure
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.aftermath
play-german-polearms-poleaxe-and-halberd-neck-yank-counter-and-throw,Neck Yank / Counter and Throw,game_implementation.mechanics.limits
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,historical_identity.historical_confidence
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,historical_identity.source_citations.exact_historical_location
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.character_sheet_test_skill
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.secondary_skill_prerequisites
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.weapon_requirements
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.off_hand_requirement
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.timing.category
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.learn_requirements
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.use_conditions
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.action_relationship
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.spiritus_cost
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.test_resolution
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.defence
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.success
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.failure
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.aftermath
play-german-polearms-poleaxe-and-halberd-rear-point-run-in,Rear-Point Run-In,game_implementation.mechanics.limits
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,historical_identity.historical_confidence
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.weapon_requirements
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.off_hand_requirement
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.timing.category
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.defence
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.success
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.failure
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-change-strike-sequence,Change-Strike Sequence,game_implementation.mechanics.limits
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,historical_identity.historical_confidence
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.weapon_requirements
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.off_hand_requirement
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.timing.category
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.defence
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.success
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.failure
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-crutch-krucke,Crutch - Krucke,game_implementation.mechanics.limits
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,historical_identity.historical_confidence
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.weapon_requirements
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.off_hand_requirement
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.timing.category
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.defence
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.success
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.failure
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-half-shield-halbschilt,Half-Shield - Halbschilt,game_implementation.mechanics.limits
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,historical_identity.historical_confidence
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.weapon_requirements
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.off_hand_requirement
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.timing.category
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.defence
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.success
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.failure
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-longpoint-bind,Longpoint Bind,game_implementation.mechanics.limits
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,historical_identity.historical_confidence
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.weapon_requirements
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.off_hand_requirement
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.timing.category
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.defence
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.success
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.failure
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-pommel-and-neck-grapple,Pommel-and-Neck Grapple,game_implementation.mechanics.limits
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,historical_identity.historical_confidence
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.weapon_requirements
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.off_hand_requirement
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.timing.category
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.defence
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.success
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.failure
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-shielding-schutzen,Shielding - Schützen,game_implementation.mechanics.limits
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,historical_identity.historical_confidence
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.weapon_requirements
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.off_hand_requirement
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.timing.category
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.defence
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.success
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.failure
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-underthrust-from-the-buckler,Underthrust from the Buckler,game_implementation.mechanics.limits
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,historical_identity.historical_confidence
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,historical_identity.source_citations.exact_historical_location
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.character_sheet_test_skill
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.secondary_skill_prerequisites
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.weapon_requirements
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.off_hand_requirement
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.timing.category
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.learn_requirements
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.use_conditions
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.action_relationship
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.spiritus_cost
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.test_resolution
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.defence
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.success
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.failure
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.aftermath
play-german-sword-and-buckler-wind-and-snap-over,Wind and Snap Over,game_implementation.mechanics.limits
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,historical_identity.historical_confidence
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,historical_identity.source_citations.exact_historical_location
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.character_sheet_test_skill
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.secondary_skill_prerequisites
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.weapon_requirements
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.off_hand_requirement
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.timing.category
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.learn_requirements
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.use_conditions
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.action_relationship
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.spiritus_cost
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.test_resolution
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.defence
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.success
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.failure
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.aftermath
play-german-sword-in-one-hand-duplieren-mutieren,Duplieren / Mutieren,game_implementation.mechanics.limits
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,historical_identity.historical_confidence
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,historical_identity.source_citations.exact_historical_location
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.character_sheet_test_skill
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.secondary_skill_prerequisites
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.weapon_requirements
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.off_hand_requirement
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.timing.category
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.learn_requirements
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.use_conditions
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.action_relationship
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.spiritus_cost
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.test_resolution
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.defence
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.success
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.failure
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.aftermath
play-german-sword-in-one-hand-durchwechseln,Durchwechseln,game_implementation.mechanics.limits
play-german-sword-in-one-hand-entrusthau,Entrüsthau,historical_identity.historical_confidence
play-german-sword-in-one-hand-entrusthau,Entrüsthau,historical_identity.source_citations.exact_historical_location
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.character_sheet_test_skill
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.secondary_skill_prerequisites
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.weapon_requirements
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.off_hand_requirement
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.timing.category
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.learn_requirements
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.use_conditions
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.action_relationship
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.spiritus_cost
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.test_resolution
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.defence
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.success
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.failure
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.aftermath
play-german-sword-in-one-hand-entrusthau,Entrüsthau,game_implementation.mechanics.limits
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,historical_identity.historical_confidence
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,historical_identity.source_citations.exact_historical_location
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.character_sheet_test_skill
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.secondary_skill_prerequisites
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.weapon_requirements
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.off_hand_requirement
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.timing.category
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.learn_requirements
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.use_conditions
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.action_relationship
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.spiritus_cost
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.test_resolution
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.defence
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.success
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.failure
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.aftermath
play-german-sword-in-one-hand-hand-or-wrist-cut,Hand or Wrist Cut,game_implementation.mechanics.limits
play-german-sword-in-one-hand-luginsland,Luginsland,historical_identity.historical_confidence
