skill,parry,durch_cost,compound_cost,start_spiritus,information,timing,recovery,future_fights,play,opportunities,affordable_opportunities,declarations,successes,damage,spiritus_spent,parry_displaced,counter_displaced,spiritus_at_declaration_sum,early_opportunities,early_declarations,late_opportunities,late_declarations,declaration_rate,success_rate,damage_per_fight,spiritus_per_fight,mean_spiritus_at_declaration,early_use_rate,late_use_rate
10,P1,1,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1669,1669,704,348,1570,704,301,403,3324,853,346,816,358,0.42180946674655484,0.4943181818181818,0.5233333333333333,0.23466666666666666,4.721590909090909,0.4056271981242673,0.4387254901960784
10,P1,1,1,5,adaptive_revelation,pre,R0,0,Schielhau,2362,2362,1631,846,3147,1631,150,467,7811,1120,738,1242,893,0.6905165114309907,0.5187001839362354,1.049,0.5436666666666666,4.7890864500306565,0.6589285714285714,0.7190016103059581
10,P1,1,1,3,adaptive_revelation,pre,R0,0,Absetzen,1687,1686,711,372,1690,711,277,434,1978,883,385,804,326,0.4214582098399526,0.5232067510548524,0.5633333333333334,0.237,2.7819971870604783,0.4360135900339751,0.4054726368159204
10,P1,1,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1687,1686,701,339,1555,701,307,394,1954,883,347,804,354,0.4155305275637226,0.48359486447931527,0.5183333333333333,0.23366666666666666,2.787446504992867,0.3929784824462061,0.44029850746268656
10,P1,1,1,3,adaptive_revelation,pre,R0,0,Schielhau,2375,2374,1416,715,2610,1416,140,384,4003,1097,606,1278,810,0.5962105263157895,0.5049435028248588,0.87,0.472,2.8269774011299433,0.5524156791248861,0.6338028169014085
10,P1,1,1,1,adaptive_revelation,pre,R0,0,Absetzen,1713,1644,252,135,610,252,114,138,252,837,106,876,146,0.14711033274956217,0.5357142857142857,0.20333333333333334,0.084,1.0,0.12664277180406214,0.16666666666666666
10,P1,1,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1713,1644,249,123,535,249,128,121,249,837,100,876,149,0.14535901926444833,0.4939759036144578,0.17833333333333334,0.083,1.0,0.11947431302270012,0.17009132420091325
10,P1,1,1,1,adaptive_revelation,pre,R0,0,Schielhau,2548,2443,257,115,458,257,45,79,257,1086,84,1462,173,0.10086342229199372,0.4474708171206226,0.15266666666666667,0.08566666666666667,1.0,0.07734806629834254,0.11833105335157319
10,P1,2,0,8,adaptive_revelation,pre,R0,0,Absetzen,1689,1689,772,392,1791,0,312,460,6110,883,398,806,374,0.4570751924215512,0.5077720207253886,0.597,0.0,7.914507772020725,0.4507361268403171,0.4640198511166253
10,P1,2,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1689,1689,844,450,2022,0,344,500,6674,883,434,806,410,0.4997039668442866,0.533175355450237,0.674,0.0,7.907582938388626,0.49150622876557193,0.5086848635235732
10,P1,2,0,8,adaptive_revelation,pre,R0,0,Schielhau,2251,2251,1940,972,3538,0,173,509,15294,1066,892,1185,1048,0.8618391825855175,0.5010309278350515,1.1793333333333333,0.0,7.883505154639176,0.8367729831144465,0.8843881856540085
10,P1,2,0,5,adaptive_revelation,pre,R0,0,Absetzen,1694,1694,802,394,1811,0,295,507,3932,935,447,759,355,0.4734356552538371,0.4912718204488778,0.6036666666666667,0.0,4.902743142144638,0.47807486631016044,0.46772068511198944
10,P1,2,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1694,1694,819,410,1853,0,349,470,4029,935,437,759,382,0.4834710743801653,0.5006105006105006,0.6176666666666667,0.0,4.91941391941392,0.46737967914438505,0.5032938076416338
10,P1,2,0,5,adaptive_revelation,pre,R0,0,Schielhau,2280,2280,1955,999,3639,0,161,528,9563,1057,886,1223,1069,0.8574561403508771,0.5109974424552429,1.213,0.0,4.89156010230179,0.8382213812677389,0.8740801308258381
10,P1,2,0,3,adaptive_revelation,pre,R0,0,Absetzen,1683,1683,826,410,1829,0,335,491,2438,871,422,812,404,0.49079025549613786,0.4963680387409201,0.6096666666666667,0.0,2.9515738498789346,0.4845005740528129,0.4975369458128079
10,P1,2,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1683,1683,785,359,1541,0,332,453,2317,871,400,812,385,0.46642899584076053,0.4573248407643312,0.5136666666666667,0.0,2.951592356687898,0.4592422502870264,0.47413793103448276
10,P1,2,0,3,adaptive_revelation,pre,R0,0,Schielhau,2284,2284,1922,938,3585,0,130,502,5656,1109,908,1175,1014,0.841506129597198,0.48803329864724243,1.195,0.0,2.942767950052029,0.8187556357078449,0.8629787234042553
10,P1,2,0,1,adaptive_revelation,pre,R0,0,Absetzen,1724,1724,824,431,1915,0,328,496,824,902,444,822,380,0.4779582366589327,0.5230582524271845,0.6383333333333333,0.0,1.0,0.49223946784922396,0.46228710462287104
10,P1,2,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1724,1724,824,413,1939,0,357,467,824,902,412,822,412,0.4779582366589327,0.5012135922330098,0.6463333333333333,0.0,1.0,0.4567627494456763,0.5012165450121655
10,P1,2,0,1,adaptive_revelation,pre,R0,0,Schielhau,2236,2236,1916,966,4351,0,158,504,1916,1095,934,1141,982,0.8568872987477638,0.5041753653444676,1.4503333333333333,0.0,1.0,0.8529680365296803,0.8606485539000877
10,P1,2,1,8,adaptive_revelation,pre,R0,0,Absetzen,1681,1681,748,391,1726,748,318,430,5718,842,360,839,388,0.4449732302201071,0.5227272727272727,0.5753333333333334,0.24933333333333332,7.644385026737968,0.42755344418052255,0.46245530393325385
10,P1,2,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1681,1681,772,376,1694,772,320,452,5959,842,388,839,384,0.4592504461629982,0.48704663212435234,0.5646666666666667,0.25733333333333336,7.7189119170984455,0.46080760095011875,0.4576877234803337
10,P1,2,1,8,adaptive_revelation,pre,R0,0,Schielhau,2355,2355,1707,867,3111,1707,143,454,13228,1097,753,1258,954,0.7248407643312101,0.507908611599297,1.037,0.569,7.749267721148213,0.6864175022789426,0.7583465818759937
10,P1,2,1,5,adaptive_revelation,pre,R0,0,Absetzen,1769,1769,779,380,1688,779,323,456,3683,905,404,864,375,0.44036178631995476,0.4878048780487805,0.5626666666666666,0.25966666666666666,4.7278562259306804,0.44640883977900553,0.4340277777777778
10,P1,2,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1769,1769,784,411,1864,784,314,470,3715,905,393,864,391,0.4431882419446015,0.5242346938775511,0.6213333333333333,0.2613333333333333,4.738520408163265,0.43425414364640885,0.4525462962962963
10,P1,2,1,5,adaptive_revelation,pre,R0,0,Schielhau,2248,2248,1538,744,2790,1538,124,431,7323,1043,692,1205,846,0.6841637010676157,0.4837451235370611,0.93,0.5126666666666667,4.761378413524057,0.663470757430489,0.7020746887966804
10,P1,2,1,3,adaptive_revelation,pre,R0,0,Absetzen,1685,1682,721,357,1631,721,306,415,2031,864,362,821,359,0.42789317507418395,0.49514563106796117,0.5436666666666666,0.24033333333333334,2.8169209431345354,0.41898148148148145,0.43727161997563946
10,P1,2,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,1685,1682,697,342,1585,697,300,397,1933,864,348,821,349,0.4136498516320475,0.49067431850789095,0.5283333333333333,0.23233333333333334,2.7733142037302727,0.4027777777777778,0.42509135200974424
10,P1,2,1,3,adaptive_revelation,pre,R0,0,Schielhau,2387,2386,1394,716,2718,1394,139,389,4022,1065,597,1322,797,0.5839966485127775,0.5136298421807748,0.906,0.4646666666666667,2.885222381635581,0.5605633802816902,0.602874432677761
10,P1,2,1,1,adaptive_revelation,pre,R0,0,Absetzen,1818,1740,270,135,599,270,146,124,270,935,108,883,162,0.1485148514851485,0.5,0.19966666666666666,0.09,1.0,0.11550802139037433,0.18346545866364666
10,P1,2,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,1818,1740,294,150,683,294,150,144,294,935,121,883,173,0.1617161716171617,0.5102040816326531,0.22766666666666666,0.098,1.0,0.12941176470588237,0.19592298980747452
10,P1,2,1,1,adaptive_revelation,pre,R0,0,Schielhau,2478,2379,315,160,709,315,49,84,315,1073,111,1405,204,0.1271186440677966,0.5079365079365079,0.23633333333333334,0.105,1.0,0.10344827586206896,0.14519572953736654
14,P0,0,0,8,adaptive_revelation,pre,R0,0,Absetzen,2171,2171,1068,731,3230,0,428,640,8544,1294,612,877,456,0.49193919852602486,0.6844569288389513,1.0766666666666667,0.0,8.0,0.47295208655332305,0.5199543899657925
14,P0,0,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2171,2171,1086,754,3311,0,426,660,8688,1294,668,877,418,0.5002303086135421,0.6942909760589319,1.1036666666666666,0.0,8.0,0.5162287480680062,0.4766248574686431
14,P0,0,0,8,adaptive_revelation,pre,R0,0,Schielhau,2395,2395,2206,1545,4679,0,215,306,17648,1441,1307,954,899,0.9210855949895616,0.7003626473254759,1.5596666666666668,0.0,8.0,0.9070090215128384,0.9423480083857443
14,P0,0,0,5,adaptive_revelation,pre,R0,0,Absetzen,2093,2093,1045,764,3409,0,383,662,5225,1247,631,846,414,0.4992833253702819,0.7311004784688995,1.1363333333333334,0.0,5.0,0.5060144346431436,0.48936170212765956
14,P0,0,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2093,2093,1022,698,3193,0,438,584,5110,1247,596,846,426,0.4882943143812709,0.6829745596868885,1.0643333333333334,0.0,5.0,0.47794707297514033,0.5035460992907801
14,P0,0,0,5,adaptive_revelation,pre,R0,0,Schielhau,2378,2378,2222,1558,4887,0,224,324,11110,1430,1309,948,913,0.9343986543313709,0.7011701170117012,1.629,0.0,5.0,0.9153846153846154,0.9630801687763713
14,P0,0,0,3,adaptive_revelation,pre,R0,0,Absetzen,2085,2085,1013,719,3226,0,412,601,3039,1230,602,855,411,0.4858513189448441,0.7097729516288253,1.0753333333333333,0.0,3.0,0.4894308943089431,0.4807017543859649
14,P0,0,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2085,2085,1048,735,3293,0,436,612,3144,1230,608,855,440,0.5026378896882494,0.7013358778625954,1.0976666666666666,0.0,3.0,0.4943089430894309,0.5146198830409356
14,P0,0,0,3,adaptive_revelation,pre,R0,0,Schielhau,2389,2389,2202,1517,4570,0,186,370,6606,1442,1311,947,891,0.9217245709501883,0.6889191643960036,1.5233333333333334,0.0,3.0,0.9091539528432733,0.9408658922914467
14,P0,0,0,1,adaptive_revelation,pre,R0,0,Absetzen,2097,2097,1004,697,3067,0,414,590,1004,1255,605,842,399,0.4787792083929423,0.6942231075697212,1.0223333333333333,0.0,1.0,0.4820717131474104,0.47387173396674587
14,P0,0,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2097,2097,1068,754,3377,0,424,644,1068,1255,631,842,437,0.5092989985693849,0.7059925093632958,1.1256666666666666,0.0,1.0,0.502788844621514,0.5190023752969121
14,P0,0,0,1,adaptive_revelation,pre,R0,0,Schielhau,2394,2394,2235,1532,4798,0,185,347,2235,1435,1326,959,909,0.9335839598997494,0.6854586129753915,1.5993333333333333,0.0,1.0,0.9240418118466899,0.9478623566214807
14,P0,0,1,8,adaptive_revelation,pre,R0,0,Absetzen,2134,2134,1038,709,3150,1038,435,603,7999,1254,599,880,439,0.48641049671977504,0.6830443159922929,1.05,0.346,7.70616570327553,0.47767145135566186,0.49886363636363634
14,P0,0,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2134,2134,1025,705,3190,1025,440,585,7928,1254,597,880,428,0.4803186504217432,0.6878048780487804,1.0633333333333332,0.3416666666666667,7.734634146341463,0.47607655502392343,0.4863636363636364
14,P0,0,1,8,adaptive_revelation,pre,R0,0,Schielhau,2385,2385,2050,1471,4572,2050,179,319,15959,1442,1212,943,838,0.859538784067086,0.7175609756097561,1.524,0.6833333333333333,7.784878048780488,0.840499306518724,0.8886532343584306
14,P0,0,1,5,adaptive_revelation,pre,R0,0,Absetzen,2060,2060,975,675,2966,975,379,596,4607,1220,605,840,370,0.4733009708737864,0.6923076923076923,0.9886666666666667,0.325,4.725128205128205,0.4959016393442623,0.44047619047619047
14,P0,0,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2060,2060,1018,698,3092,1018,432,586,4798,1220,565,840,453,0.4941747572815534,0.6856581532416502,1.0306666666666666,0.3393333333333333,4.713163064833006,0.46311475409836067,0.5392857142857143
14,P0,0,1,5,adaptive_revelation,pre,R0,0,Schielhau,2463,2463,2024,1404,4269,2024,192,289,9740,1467,1156,996,868,0.8217620787657328,0.6936758893280632,1.423,0.6746666666666666,4.812252964426878,0.7880027266530334,0.8714859437751004
14,P0,0,1,3,adaptive_revelation,pre,R0,0,Absetzen,2068,2068,965,673,3101,965,397,568,2670,1205,558,863,407,0.46663442940038685,0.6974093264248704,1.0336666666666667,0.32166666666666666,2.766839378238342,0.46307053941908716,0.4716106604866744
14,P0,0,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2068,2068,979,692,2983,979,414,565,2707,1205,570,863,409,0.4734042553191489,0.7068437180796732,0.9943333333333333,0.3263333333333333,2.765066394279877,0.4730290456431535,0.473928157589803
14,P0,0,1,3,adaptive_revelation,pre,R0,0,Schielhau,2406,2403,1820,1277,3915,1820,179,303,5160,1444,1050,962,770,0.7564422277639236,0.7016483516483516,1.305,0.6066666666666667,2.8351648351648353,0.7271468144044322,0.8004158004158004
14,P0,0,1,1,adaptive_revelation,pre,R0,0,Absetzen,2198,1972,602,416,1889,602,278,324,602,1240,317,958,285,0.27388535031847133,0.6910299003322259,0.6296666666666667,0.20066666666666666,1.0,0.25564516129032255,0.2974947807933194
14,P0,0,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2198,1972,588,397,1783,588,252,336,588,1240,340,958,248,0.267515923566879,0.6751700680272109,0.5943333333333334,0.196,1.0,0.27419354838709675,0.2588726513569937
14,P0,0,1,1,adaptive_revelation,pre,R0,0,Schielhau,2692,2460,603,415,1344,603,108,118,603,1492,287,1200,316,0.22399702823179793,0.6882255389718076,0.448,0.201,1.0,0.1923592493297587,0.2633333333333333
14,P0,1,0,8,adaptive_revelation,pre,R0,0,Absetzen,2064,2064,991,678,2979,0,391,600,7859,1261,611,803,380,0.4801356589147287,0.6841574167507568,0.993,0.0,7.9303733602421795,0.4845360824742268,0.47322540473225405
14,P0,1,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2064,2064,1046,753,3430,0,425,621,8278,1261,628,803,418,0.5067829457364341,0.719885277246654,1.1433333333333333,0.0,7.91395793499044,0.4980174464710547,0.5205479452054794
14,P0,1,0,8,adaptive_revelation,pre,R0,0,Schielhau,2362,2362,2199,1517,4771,0,196,323,17423,1440,1324,922,875,0.9309906858594411,0.6898590268303775,1.5903333333333334,0.0,7.923146884947704,0.9194444444444444,0.9490238611713666
14,P0,1,0,5,adaptive_revelation,pre,R0,0,Absetzen,2112,2112,1012,731,3387,0,427,585,4990,1252,623,860,389,0.4791666666666667,0.7223320158102767,1.129,0.0,4.930830039525691,0.4976038338658147,0.45232558139534884
14,P0,1,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2112,2112,1070,746,3364,0,463,607,5273,1252,605,860,465,0.5066287878787878,0.697196261682243,1.1213333333333333,0.0,4.92803738317757,0.48322683706070285,0.5406976744186046
14,P0,1,0,5,adaptive_revelation,pre,R0,0,Schielhau,2391,2391,2219,1530,4663,0,203,362,10910,1428,1303,963,916,0.9280635717273108,0.6894997746732763,1.5543333333333333,0.0,4.916629112212709,0.9124649859943977,0.9511941848390446
14,P0,1,0,3,adaptive_revelation,pre,R0,0,Absetzen,2106,2106,1020,695,3108,0,411,609,2961,1224,580,882,440,0.4843304843304843,0.6813725490196079,1.036,0.0,2.902941176470588,0.4738562091503268,0.4988662131519274
14,P0,1,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2106,2106,1057,741,3346,0,449,608,3088,1224,618,882,439,0.5018993352326686,0.7010406811731315,1.1153333333333333,0.0,2.9214758751182592,0.5049019607843137,0.4977324263038549
14,P0,1,0,3,adaptive_revelation,pre,R0,0,Schielhau,2472,2472,2285,1590,5146,0,241,324,6660,1507,1374,965,911,0.9243527508090615,0.6958424507658644,1.7153333333333334,0.0,2.914660831509847,0.9117451891174518,0.944041450777202
14,P0,1,0,1,adaptive_revelation,pre,R0,0,Absetzen,2101,2101,969,704,3155,0,395,574,925,1265,581,836,388,0.4612089481199429,0.7265221878224974,1.0516666666666667,0.0,0.9545923632610939,0.4592885375494071,0.46411483253588515
14,P0,1,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2101,2101,1093,752,3341,0,466,627,1041,1265,655,836,438,0.5202284626368396,0.6880146386093321,1.1136666666666666,0.0,0.9524245196706312,0.5177865612648221,0.5239234449760766
14,P0,1,0,1,adaptive_revelation,pre,R0,0,Schielhau,2409,2409,2244,1532,5187,0,185,335,2142,1454,1341,955,903,0.9315068493150684,0.6827094474153298,1.729,0.0,0.9545454545454546,0.9222833562585969,0.9455497382198953
14,P0,1,1,8,adaptive_revelation,pre,R0,0,Absetzen,2112,2112,995,709,3337,995,415,580,7588,1234,578,878,417,0.47111742424242425,0.7125628140703517,1.1123333333333334,0.33166666666666667,7.6261306532663315,0.4683954619124797,0.47494305239179957
14,P0,1,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2112,2112,1067,776,3441,1067,458,609,8124,1234,618,878,449,0.5052083333333334,0.7272727272727273,1.147,0.3556666666666667,7.613870665417057,0.5008103727714749,0.5113895216400911
14,P0,1,1,8,adaptive_revelation,pre,R0,0,Schielhau,2399,2399,2073,1476,4508,2073,197,322,15978,1420,1193,979,880,0.8641100458524386,0.7120115774240231,1.5026666666666666,0.691,7.70767004341534,0.8401408450704225,0.898876404494382
14,P0,1,1,5,adaptive_revelation,pre,R0,0,Absetzen,2114,2114,1020,704,3235,1020,415,605,4707,1265,608,849,412,0.4824976348155156,0.6901960784313725,1.0783333333333334,0.34,4.614705882352941,0.4806324110671937,0.48527679623085984
14,P0,1,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2114,2114,1014,702,3147,1014,435,579,4694,1265,590,849,424,0.4796594134342479,0.6923076923076923,1.049,0.338,4.629191321499014,0.466403162055336,0.4994110718492344
14,P0,1,1,5,adaptive_revelation,pre,R0,0,Schielhau,2437,2437,2041,1415,4425,2041,204,317,9631,1433,1166,1004,875,0.8375051292572836,0.6932876041156296,1.475,0.6803333333333333,4.718765311121999,0.8136775994417307,0.8715139442231076
14,P0,1,1,3,adaptive_revelation,pre,R0,0,Absetzen,2097,2094,971,708,3184,971,379,592,2611,1208,567,889,404,0.4630424415832141,0.729145211122554,1.0613333333333332,0.32366666666666666,2.688980432543769,0.4693708609271523,0.4544431946006749
14,P0,1,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2097,2094,984,680,3079,984,409,575,2654,1208,564,889,420,0.46924177396280403,0.6910569105691057,1.0263333333333333,0.328,2.6971544715447155,0.46688741721854304,0.47244094488188976
14,P0,1,1,3,adaptive_revelation,pre,R0,0,Schielhau,2514,2513,1918,1332,4148,1918,170,301,5322,1480,1131,1034,787,0.7629276054097056,0.694473409801877,1.3826666666666667,0.6393333333333333,2.7747653806047965,0.7641891891891892,0.7611218568665378
14,P0,1,1,1,adaptive_revelation,pre,R0,0,Absetzen,2272,1958,558,396,1831,558,244,314,558,1296,309,976,249,0.24559859154929578,0.7096774193548387,0.6103333333333333,0.186,1.0,0.23842592592592593,0.2551229508196721
14,P0,1,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2272,1958,567,397,1806,567,259,308,567,1296,317,976,250,0.24955985915492956,0.7001763668430335,0.602,0.189,1.0,0.24459876543209877,0.25614754098360654
14,P0,1,1,1,adaptive_revelation,pre,R0,0,Schielhau,2686,2413,622,444,1536,622,137,128,622,1418,297,1268,325,0.2315711094564408,0.7138263665594855,0.512,0.20733333333333334,1.0,0.20944992947813823,0.25630914826498424
14,P0,2,0,8,adaptive_revelation,pre,R0,0,Absetzen,2084,2084,1036,720,3186,0,425,611,8156,1232,630,852,406,0.4971209213051823,0.694980694980695,1.062,0.0,7.872586872586872,0.5113636363636364,0.4765258215962441
14,P0,2,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2084,2084,1024,715,3141,0,431,593,8016,1232,584,852,440,0.491362763915547,0.6982421875,1.047,0.0,7.828125,0.474025974025974,0.5164319248826291
14,P0,2,0,8,adaptive_revelation,pre,R0,0,Schielhau,2408,2408,2231,1560,4951,0,197,333,17518,1459,1332,949,899,0.9264950166112956,0.6992380098610489,1.6503333333333334,0.0,7.852084267144778,0.9129540781357094,0.9473129610115911
14,P0,2,0,5,adaptive_revelation,pre,R0,0,Absetzen,2083,2083,1011,721,3172,0,415,596,4925,1238,591,845,420,0.485357657225156,0.7131552917903067,1.0573333333333332,0.0,4.871414441147379,0.4773828756058158,0.4970414201183432
14,P0,2,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2083,2083,1037,739,3357,0,445,592,5029,1238,621,845,416,0.4978396543446951,0.712632594021215,1.119,0.0,4.849566055930569,0.5016155088852988,0.49230769230769234
14,P0,2,0,5,adaptive_revelation,pre,R0,0,Schielhau,2421,2421,2255,1602,5294,0,201,374,10985,1470,1350,951,905,0.9314332920280876,0.7104212860310422,1.7646666666666666,0.0,4.871396895787139,0.9183673469387755,0.9516298633017876
14,P0,2,0,3,adaptive_revelation,pre,R0,0,Absetzen,2087,2087,977,671,3049,0,389,588,2831,1246,584,841,393,0.46813608049832295,0.6867963152507677,1.0163333333333333,0.0,2.8976458546571138,0.46869983948635635,0.46730083234244946
14,P0,2,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2087,2087,1080,751,3497,0,420,660,3110,1246,635,841,445,0.5174892189746046,0.6953703703703704,1.1656666666666666,0.0,2.8796296296296298,0.5096308186195827,0.5291319857312723
14,P0,2,0,3,adaptive_revelation,pre,R0,0,Schielhau,2368,2368,2205,1555,5250,0,214,349,6343,1447,1329,921,876,0.9311655405405406,0.7052154195011338,1.75,0.0,2.876643990929705,0.9184519695922598,0.9511400651465798
14,P0,2,0,1,adaptive_revelation,pre,R0,0,Absetzen,2073,2073,999,675,3064,0,408,591,999,1217,591,856,408,0.48191027496382055,0.6756756756756757,1.0213333333333334,0.0,1.0,0.485620377978636,0.4766355140186916
14,P0,2,0,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2073,2073,1030,714,3274,0,415,615,1030,1217,593,856,437,0.49686444766039556,0.6932038834951456,1.0913333333333333,0.0,1.0,0.48726376335250615,0.5105140186915887
14,P0,2,0,1,adaptive_revelation,pre,R0,0,Schielhau,2398,2398,2210,1549,7024,0,187,337,2210,1437,1307,961,903,0.9216013344453712,0.7009049773755656,2.3413333333333335,0.0,1.0,0.9095337508698678,0.9396462018730489
14,P0,2,1,8,adaptive_revelation,pre,R0,0,Absetzen,2091,2091,1043,715,3194,1043,420,623,7881,1231,622,860,421,0.49880439980870395,0.6855225311601151,1.0646666666666667,0.3476666666666667,7.556088207094919,0.5052802599512591,0.48953488372093024
14,P0,2,1,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,2091,2091,987,667,3050,987,396,591,7472,1231,561,860,426,0.4720229555236729,0.6757852077001013,1.0166666666666666,0.329,7.570415400202634,0.45572705117790413,0.49534883720930234
14,P0,2,1,8,adaptive_revelation,pre,R0,0,Schielhau,2464,2464,2111,1493,4645,2111,220,323,16122,1455,1222,1009,889,0.856737012987013,0.7072477498815727,1.5483333333333333,0.7036666666666667,7.637138796778778,0.8398625429553265,0.8810703666997026
14,P0,2,1,5,adaptive_revelation,pre,R0,0,Absetzen,2094,2094,1018,725,3300,1018,406,612,4688,1251,605,843,413,0.48615090735434574,0.712180746561886,1.1,0.3393333333333333,4.605108055009823,0.48361310951239006,0.48991696322657174
14,P0,2,1,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,2094,2094,985,681,2940,985,416,569,4553,1251,581,843,404,0.47039159503342887,0.6913705583756345,0.98,0.3283333333333333,4.6223350253807105,0.4644284572342126,0.4792408066429419
14,P0,2,1,5,adaptive_revelation,pre,R0,0,Schielhau,2443,2443,2038,1378,4464,2038,201,296,9573,1465,1205,978,833,0.8342202210397053,0.676153091265947,1.488,0.6793333333333333,4.697252208047105,0.8225255972696246,0.8517382413087935
14,P0,2,1,3,adaptive_revelation,pre,R0,0,Absetzen,2168,2152,992,693,3089,992,413,579,2666,1254,582,914,410,0.4575645756457565,0.6985887096774194,1.0296666666666667,0.33066666666666666,2.6875,0.46411483253588515,0.4485776805251641
14,P0,2,1,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2168,2152,1010,713,3343,1010,414,596,2723,1254,581,914,429,0.46586715867158673,0.7059405940594059,1.1143333333333334,0.33666666666666667,2.696039603960396,0.46331738437001596,0.46936542669584247
14,P0,2,1,3,adaptive_revelation,pre,R0,0,Schielhau,2410,2389,1845,1286,4324,1845,204,327,5131,1391,1083,1019,762,0.7655601659751037,0.6970189701897019,1.4413333333333334,0.615,2.781029810298103,0.7785765636232926,0.7477919528949951
14,P0,2,1,1,adaptive_revelation,pre,R0,0,Absetzen,2108,1902,566,381,1674,566,271,295,566,1179,292,929,274,0.2685009487666034,0.6731448763250883,0.558,0.18866666666666668,1.0,0.24766751484308736,0.294940796555436
14,P0,2,1,1,adaptive_revelation,pre,R0,0,Scambiar di Punta,2108,1902,530,383,1693,530,242,288,530,1179,287,929,243,0.2514231499051233,0.7226415094339622,0.5643333333333334,0.17666666666666667,1.0,0.24342663273960985,0.26157158234660927
14,P0,2,1,1,adaptive_revelation,pre,R0,0,Schielhau,2753,2531,583,405,1763,583,122,126,583,1517,271,1236,312,0.2117689792953142,0.6946826758147513,0.5876666666666667,0.19433333333333333,1.0,0.1786420566908372,0.2524271844660194
14,P1,0,0,8,adaptive_revelation,pre,R0,0,Absetzen,1998,1998,1006,715,3201,0,301,705,8048,1247,609,751,397,0.5035035035035035,0.7107355864811133,1.067,0.0,8.0,0.4883720930232558,0.5286284953395473
14,P1,0,0,8,adaptive_revelation,pre,R0,0,Scambiar di Punta,1998,1998,966,684,3082,0,293,673,7728,1247,618,751,348,0.48348348348348347,0.7080745341614907,1.0273333333333334,0.0,8.0,0.4955894145950281,0.4633821571238349
14,P1,0,0,8,adaptive_revelation,pre,R0,0,Schielhau,2223,2223,2068,1466,4559,0,132,348,16544,1376,1256,847,812,0.9302744039586145,0.7088974854932302,1.5196666666666667,0.0,8.0,0.9127906976744186,0.9586776859504132
14,P1,0,0,5,adaptive_revelation,pre,R0,0,Absetzen,1959,1959,1022,709,3199,0,292,730,5110,1248,663,711,359,0.521694742215416,0.6937377690802349,1.0663333333333334,0.0,5.0,0.53125,0.5049226441631505
14,P1,0,0,5,adaptive_revelation,pre,R0,0,Scambiar di Punta,1959,1959,919,652,2973,0,267,652,4595,1248,571,711,348,0.46911689637570186,0.7094668117519043,0.991,0.0,5.0,0.45753205128205127,0.48945147679324896
14,P1,0,0,5,adaptive_revelation,pre,R0,0,Schielhau,2237,2237,2084,1419,4404,0,151,313,10420,1424,1306,813,778,0.9316048278945016,0.6809021113243762,1.468,0.0,5.0,0.9171348314606742,0.956949569495695
14,P1,0,0,3,adaptive_revelation,pre,R0,0,Absetzen,2026,2026,1029,713,3201,0,315,714,3087,1271,644,755,385,0.5078973346495558,0.6929057337220602,1.067,0.0,3.0,0.5066876475216365,0.5099337748344371
14,P1,0,0,3,adaptive_revelation,pre,R0,0,Scambiar di Punta,2026,2026,976,678,2992,0,277,699,2928,1271,609,755,367,0.4817374136229023,0.694672131147541,0.9973333333333333,0.0,3.0,0.47915027537372146,0.4860927152317881
